user,tweet,sentimen
arivengers,"@innoblesse Bukannya hanya beberapa pasal saja yg ditolak, bukan semua pasal dalam Buku 1 RKUHP",positif
aripinkturtle,"@imgoooooodd @ErlanKarnos @infobdg RKUHP kontroversi di tunda mas ke dpr periode berikut nya, utk di kaji ulang, sblm demo jg presiden sdh bilang utk di tunda. yg sudah di sah kan tidak bisa di batalkan, gugat lah lewat MK, bukan di jalanan nyusahin org banyak,",positif
ariotamamr,"@imanlagi Yeah I totally agree on this. Poin sy sebelumnya adlh jangan portray Pak Bamsoet sebagai pahlawan atau org yg dikagumi disini. Dibatalkannya RKUHP juga bkn akhir dr semuanya, krna DPR sudah sahkan UU P3 yang membuat pembahasan RUU yg blm selesai bs lanjut in the next session",positif
arinazvi,"@ILCtv1 soal RKUHP bagaimana jika draf yg ada dibahas oleh masing2 yg kontra kemudian nanti diramu oleh DPR yad, setelah diramu/aspirasi nyatu draf tsb dibahas lagi oleh para yg kontra tsb dan hasilnya dikirim lagi ke DPR dstnya dstnya. Jadi tdk perlu lagi ada aksi turun kejalan",positif
arigathankyouu,"@ILCtv1 karena acaranya Indonesia lawyer xlub membahas ttg RKUHP, jika bisa dibahas desas desus tth pasal 281 RKUHP yang katanya pasal ini melemahkan kedudukan Advokat / lawyer. Terima kasih.",positif
arifudinnur1971,"@ILCtv1 Kajiannya hukumnya mgkin kurang mendalam soal substansi bbrp pasal2 yg dipersoalkan yg sdh diatur sbelumnya dlm KUHP lama, tapi kita salut dgn spiritnya, krn jk tak ada reaksi penolakan dr mhasisawa bisa jd RKUHP ini sdh disahkan. Itu pointnya.",positif
arifseptian_,"@ILCtv1 Bang @karniilyas 
Sy mau tanya, kira2 seandainya mahasiswa ga demo apakah pengesahannya akan disegerakan??!! Np jg mlm ini temax cm ttg RKUHP ga sekalian dgn RUU KPK. Jdx RUU KPK ga dibahas byk2, bang #MahasiswaBergerak",positif
AriefHR4,"@huget_awabiw @WendyTangmar @Kars104 @muktarlim @Gun4w4nAhokers @gm_gm Ketua MPR: Kalau RKUHP Disahkan, Kita Punya UU Made in Indonesia
""Ini kan UU zaman Belanda kan jadi kalau nunggu semua setuju ya enggak sah-sah itu UU,"" 
https://t.co/HYOk0toZB8",positif
arensh__,"@heckonomist Ini baru bahas rkuhp, dan yes, dia ada benarnya dan memang begitu sebenarnya dalam mengkaji hukum, perlu dibaca semua klausanya. Even his points doesn't delegitimize apa yang mahasiswa tuntut. Terlalu banyak perluasan pasal dan klausa pembuktian yang berpotensi subjektif bgt",positif
arandamawei,"@haiiidhik Benerrr. Padahal kuhp yg di pake sekarang peninggalan dari belanda,udah ga relevan lagi. Rkuhp udah ngelewatin penelitian dan kajian yang cukup lama. Banyak pasal yg disalah artikan org2 padahal di draft asli nya ada penjelasannya",positif
AR_ArdiMuhammad,"@hadifianwidjaja @mrdzputra @faizaufi @therealDiSastr Gini mas, kalau memang pegang RKUHP 2 buku, anda pasti cari tahu pasal yang bermasalah. Pasal yang ditolak tertentu kok mas. Anda lihat beritanya aja. berita daring banyak kok

Masalahnya, anda baca ga? Kalau anda pegang 2 buku namun tidak baca, sama saja bohong",positif
aquayers,"@habibthink Makasih pak. Tolong tolak dan dorong revisi yang lebih manusiawi.

Curiga rkuhp ini usungan tim gurun macam rijik, somad, tengkul, dll dll.

UU harus berdasar logika kemanusiaan, bukan supremasi agama.",positif
appplejuicebox,"@glsssy Konsep RKUHP itu udah dibuat dari 50 tahun yang lalu, kak. Tapi baru kali ini mau dirampungin dan disahkan. Selama ini indonesia pakai KUHP yang sumbernya dari hukum belanda.",positif
Apipha26,@gitaputrid RKUHP ditunda. Menjelang pak Jokowi lengser 2024 dibahas lagi. Tetap waspada. @BiLLYKHAERUDIN @_haye_ @yunartowijaya @awemany,positif
anoviannisa,@FirzaHusain KUHP bikinan Belanda nah Klo RKUHP pesenan Komunistiongkok..ahh sok pinter ni Bani Baut🤣🤣,positif
ANoortjahyo,"@Finsensiadaeli @detikcom yg buat rkuhp itu pemerintah dengan dpr sebagai lembaga yg menerbitkan.

cuma pembentukan rkuhp itu disusun sudah lama.",positif
anoegrohoID,@FiersaBesari Kok ke DPR aja? Semua undang-undang dibahas bareng pemerintah. Bahkan revisi UU KPK &amp; RKUHP diusulkan pemerintah. Yg fair dong sekali-kali! Nuntutnya ke DPR &amp; pemerintah! Paham ora son?,positif
AnnisaLaraas,"@febrinasugianto Justru jgn di cancel, RKUHP udah kadaluwarsa. Belanda yg mewariskannya ke kita pun sudah revisi. Jadi harus direvisi aja itu dgn lebih seksama lg isinya aka tidak ngaco &amp; buru2",positif
annelycstae,@fariscim @fullmoonfolks jiahhh...di  sini sih bkn di buku bahlul...hurup jg di batasi gimane aje spy tulisanye spy cukup dan bisa dipahami..... jgn disamakan ama tulisan disekolahan begitupun kajian RKUHP dan revisi UU KPK semua harus serba praktis,positif
annedwirianih,@farfarahwai Sebenernya ya far rkuhp emg harus disahin si soalnya udah lamaa banget itu dan isinya blm disesuaiin sama zaman sekarang. Banyak yg didobsi hukum belanda. Nah yg bikin masalahnya tu ada pasal2 karet yg bikin ga setuju buat disahin makannya ya gitu harus dibahas lagi nantinya,positif
anjuni_rohman,@fairypjmphil bahas masalah rkuhp,positif
aninditul,"@Fahrihamzah Kayaknya yang terjadi ini karena salah paham dan miss komunikasi pak, tapi memang RKUHP ada banyak bagian yang perlu direvisi sih. Lagipula banyak orang yang cuma mengambil kesimpulan UUnya, tanpa membaca lebih jelas isi dari rancangan UU tsb. Saya harap yang terbaik ajalah pak.",positif
AninditaAirin,"@Fahrihamzah kalo dilihat sekilas yang mana RKUHP malah bermasalah, kayaknya saya yakin kalo orang belanda yang membuat KUHP ini lebih pintar dari anda yang ada di senayan dan mereka masih memiliki hati nurani dibanding anda semua @DPR_RI 😅",positif
Anginaaa1,"@Fahrihamzah Bru kli ini kecewa sama pemikiran @Fahrihamzah .. buat apa ngomong2 mengganti aturan belanda kalo aturan diganti dengan aturan yg lebih membungkam rakyat.. berarti pemikiran pembuat UU lebih otoriter dr pemikiran kolonial, faktor kepentingan penguasa terlibat di pembuatan RKUHP",positif
AnggunSD_SEAD,"@Fahrihamzah Belanda lbh demokratis drpd RKUHP buatan DPR skrg, referensinya dari korea utara.",positif
AnggitoReno,@Fahrihamzah @SBYudhoyono Woy RKUHP mmg perlu krn melihat KUHP turunan Belanda yg bbrp sudah tdk relevan tapi hasil RKUHP yg diharapkan bukan yg kek skrg yg mana justru mengalami kemunduran.,positif
anggimhrniptri,"@Fahrihamzah .... dan RKUHP yang baru ini, isi/substansi norma-norma pidananya justru lebih menjajah (kolonial) ketimbang KUHP warisan Pemerintah Kolonial Belanda itu sendiri. 

Maaf ya akhi, rakyat ga sebodoh seperti yang antum bayangkan selama ini 🙏",positif
anggatripa,"@fadlizon @DPR_RI Tolong dikaji lagi RKUHP-nya, Pak! Seandainya Bapak betul-betul mewakili rakyat, silakan tunda atau batalkan pengesahan RKUHP tersebut. Terima kasih.",positif
anggarizkiprat4,"@fadlanous Rakyat: *memprotes RKUHP*
Elit politik: ""jaDy AnDA leBiH sUkA buATAn bELAndA???""

You know something sucks when they defend it with ""Atas nama kARya ANak BaNGSA"".",positif
AnggaRadesa_,"@fadhil94 Justru itu ada dewan pengawas makanya biar ga jadi mainan politik dan KPK juga lebih hati2 dalam lidik dan sidik kasus walau ada kewenangan SP3 gasih? Gue setuju soal tolak RKUHP, dan lambat penanganan karhutla. Tapi untuk revisi UU KPK, maju terus. Hahaha",positif
anggaanjaini,"@EUNBBYONGIE Kan ada 7 tuntutan temen2 mahasiswa, entah kenapa hanya substansi RKUHP saja yang banyak dibahas. Memang ada banyak kan multitafsir pada pasal2 RKHUP ini ajaa kita debat tentang pasal2 itu, itu sama aja udah bermasalah ya? Solanya UU itu harus jelas, akurat, presisi kan?",positif
anggaaferdi,"@EUNBBYONGIE Ditunda -&gt; aspirasi ditampung -&gt; pembahasan ruu rkuhp lagi -&gt; rakyat setuju, nggada yg perlu diperbaiki lagi -&gt; disahkan. Tapi karena dpr pusat menolak mahasiswa utk berdiskusi atau menampung aspirasinya mau gamau ya mhs demo trs",positif
AnggaAbimanyu,"@EUNBBYONGIE Aku paham yg mamamu sampaikan. Tapi rkuhpnya emang banyak yg ngaco. Terlalu banyak pasal karet disana. Soal framing media pasal ayam, pasal jam 10 malam dsb emang banyak yg lebay aku setuju. Tapi rkuhp ini bukan perbaikan dari kuhp sebelumnya yg peninggalan belanda",positif
angga_novella,"@EUNBBYONGIE @sherendiv Menurutku sih ya tuntutan mereka bukan hanya persoalan RKUHP, tapi gak tau kenapa kayaknya di media yg diperbesar masalah ini",positif
angelpws,"@estr__ @hidayatwahyu11 @jokowi KUHP kita yg skrg memang udah outdated krn dari jaman kolonial, banyak yg udah ga relevan jadi memang perlu dibuat yg baru, tapi pasal2 bermasalah di RKUHP ini perlu direvisi sebelum disahkan. Jadi bukan ditolak sih.",positif
andydropD,"@Eno_Bening @TretanMuslim Perpasal dan ayat di RKUHP, seharusnya direvisi juga.",positif
androfarlinno,"@Elsanyudhistira RKUHP Wajib di tunda, bukan di batalkan. Perlu di kaji ulang lagi terhadap pasal2 yang tidak relevan, multitafsir dll.",positif
andretijunio,"@edcfess Mosi tuh artinya keputusan rapat ya nder jadi kami tuh tidak percaya pada keputusan sidang paripurna kemarin yg membahas pengesahan rkuhp, sekarang udah ditunda pengesahannya",positif
AndreeeKamila,@e100ss Mustinya kampus diajak bahas RKUHP biar gak misunderstanding pak...,positif
andika_iraw,"@DPR_RI untuk rkuhp sendiri, setuju untuk dibuat kembali agar tidak menggunakan peninggalan belanda . memang lebih baik ditunda dan dipikirkan lebih matang agar tidak ada hal berantakan seperti saat ini .",positif
Andas_kacamata,"@Dnadinaa di travel saya sendiri sebelah saya setan, ngomogin revisi rkuhp. ternyata di dunia mereka ada juga",positif
anasshrugged,"@dini_purwono revisi sj RKUHP.. Kn dah lama bnget...  Uukpk sj baru 17 thun dah direvisi.. Tp beratkn pasal2 buat koruptor, teroris dan narkoba...",positif
anakorkay,"@detikcom Yakalo gamau maraton RKUHP,  ya gausah buru2 cuman karena mau abis masa jabatan. Kemaren2 ngapain aja?",positif
anaknyamakbapak,"@detikcom Ya gpp pakai KUHP ""produk kolonial Belanda,"" toh itu jauh lebih manusiawi dibanding RKUHP yang kalian bikin. RKUHP kalian itu brengsek. Nafsu memenjarakan orangnya tolong dikurang2i. Misalnya, meskipun ada salah satu keponakan kalian yang punya usaha catering di Lapas ya.",positif
anakbawangs,@detikcom Saya pikir kegagalan pengesahan RKUHP tidak harus disebabkan oleh cinta Belanda. Ada faktor-faktor lain yang bisa menyebabkan RKUHP tidak disahkan.,positif
AnaaYulie7,"@detikcom Ngga usah pake narasi ""penjajah"" Pak. Rakyat tentunya membandingkan. Lagian ya, Belanda itu terkenal dengan produk hukum yang bagus, sedangkan Indonesia ngga. Sekelas Anda sebagai professor hukum yg ikut bikin RKUHP aja hasilnya masih ngawur.",positif
amos_elzart,@detikcom Gak heran.. Wong kamu bikin RKUHP isinya apa.jg gak paham kok.. Apalagi mau memahami mahasiswa yg demo.. 😂,positif
amirullah110,"@detikcom Andaikan bapak tunda pendek,tunda revisi UUKPK &amp; RKUHP,mahasiswa adem.Bukan revisi Pak!Tapi UU-KPK &amp; KUHP ditambah lebih kuat.Syukurlah ada tokoh utk stabitas nasional.",positif
amercolombus,"@detikcom @detikfinance #Bahwasanya, Sebagei #Daripadda pribadi saya minta' kpd ana'k2 mahasiswa/wi untu tidda' ngait2en Yth Bapa'k Presiden @Jokowi didalem hal Pengesahan Daripadda RKUHP oleh DPR RI 2014-2019. ~PriK~ #SelosoPahing",positif
Amelya_Anandh,"@detikcom @20detik Ini orang siapa sih ngeselin lama2!, jelas2 banyak pasal bermasalah di RKUHP masih ngeles aja",positif
amberjjsp,"@Dennysiregar7 Meskinya Mahasiswa berdemo supaya revisi UU KPK/RKUHP ditunda, ini malah mau lengserkan Jokowi segala. Ini ada apa? Dasar Mahasiswa aneh bin bego.",positif
Amanskid,@Dennysiregar7 @KPK_RI @jokowi Fokus pd revisi uu dan rkuhp ajalah.  Yg lain demo gak jelas. Hanya ikut2an dlm memanfaatkan massa.,positif
AmanahRakyat_,"@Dennysiregar7 @DPR_RI Pd saat dimana ruang publik sdh penuh oleh pengamat dadakan yg ahli dlm sgl hal, mengatakan bhw revisi UU KPK &amp; RKUHP itu tanpa dimuati politik bisa dsebut sbgai upaya sia2. 

Sama halnya dg mengatakan bhw situasi saat sdg ditunggangi kepentingan lain jg sama sia2-nya.",positif
alyamonika,"@deborahdewi Hmm penggunaan kata tunda sudah benar, dengan tujuan untuk direvisi. Yang ""ditolak"" pasal2 yg kontroversial saja untuk direvisi.
Sudah terlalu lama RKUHP ditunda presiden2 sebelumnya. CC @megaawerdi 
Link: diskusi dari tahun 2003
https://t.co/UlieyTp39M",positif
AlyaAmani00,"@DeaSB @iaminsecvre Dulu 98 tuntutannya ganti presiden dan beberapa UU.
Kalo skrg mhs nya cerdas. HANYA MINTA peraturannya minta dibenerin. Dari revisi UU KPK, tolak pengesahan RKUHP, dll. Terima kasih teman2. Semoga tidak terprovokasi dgn massa bayaran yg pakai jaket almamater bayaran.",positif
alxyne,"@DeadlockHeaven Gak bakalan ketemu diskusinya kalau sama-sama tidak baca KUHP Belanda dengan RKUHP.

Percuma saja pake narasi seperti itu.

Silahkan saja kalau mau ikut penjajah mah.",positif
alwanwalker_,"@dbrahmantyo @Raesaka @detikcom Ya itu memang hak mas nya
Kebebasan berpndpt msh di jamin di negara ini slaa RKUHP tidak di sahkan
karena sejauh yng saya baca juga bnyk baik nya
Tapi alangkah baik nya di kaji ulang 
Sudah sesuai kah dengan sila 1
Saya rasa negeri kita menjunjung konsep ketuhanan itu sendiri",positif
alvinsyawal,"@Datuk_Tamburin Pertama tolak RUU KPK, tolak RKUHP, ujung ujungnya tolak Jokowi. Pinter banget dah para mahasiswa..",positif
AlmonaWaroh,"@cumarachel RKUHP ini sejauh pengetahuan saya udah dibahas jauh sebelum presiden sekarang menjabat.. jadi memang pembahasan yang sudah sangat panjang.. pemerintah mengusulkan dlm rangka PR yg dari dulu ga beres itu bisa segera dibereskan..

Tapi yaa hasilnya ga gini juga dong -_-",positif
Alminsulim,"@cumarachel Dewan dagelan,  dgn ditundanya pengesahan RKUHP, waktu utk membahas pasal tiap pasal akan semakin banyak. Kalau ditarik,  kapan Indonesia punya KUHP sendiri???",positif
alittheassassin,"@collegemenfess R u my friend? Sama nder, aku kemarin habis ngekaji bbrp pasal kontroversial dan emang ada yang ga seburuk itu. Tapi karena di internet beredarnya cuma sebait2 jadi ya.....

But it doesn't mean that I support this pengesahan RKUHP.",positif
alissakp,"@collegemenfess Nihh gaes, emang banyak pasal yg misinterpretation. Semalem diskusi sama dosen, dan u have to read a whole of rkuhp + penjelasannya baru speak up. Mungkin yg perlu ditekankan adalah harus adanya kajian ulang yg melibatkan elemen-elemen yg diminta. https://t.co/C2bFs0Aywo",positif
alipfadilah1,"@collegemenfess Mohon maaf, saya mahasiswa hukum pasal - pasal dalam RKUHP cuman ngelemahin beberapa pihak dan memperkuat penguasa. Mending bapak bikin BW baru ya tolong masa dari merdeka sampe sekarang masih pake yg Belanda, Belandanya aja udah ganti. Hih.",positif
alilastronaut,"@collegemenfess Komen ajaa ""ya karna mereka emg pas pilpres mereka pada pilih Jokowi, dan gada bukti konkrit jokowi curang, bebas pilih siapa aja kan?, hari ini mereka demo jg buat kinta Jokowi lengser, mereka minta pasal2 ga masuk akal di RUU RKUHP dikaji ulang, kalo bisa jangan disahkan""",positif
alfrz99,"@collegemenfess Anakku klo ambil ips,Trs pas bahas sejarah ""gerakan mahasiswa 2019 menolak RKUHP"" 
Nanya : ""ma, kemarin ikut demo nda?"" 
Engga nak, mamamu masi sma kelas 3 
Trs nanya ""kisah apa yg menarik?"" 
Se indonesia suka sama ketua Bem ui,ugm, trs ada yg cinlok",positif
AlfieDien,"@CNNIndonesia Ternyata RKUHP drdlu bahasannya baru sampai substansi korupsi bukan sbg tindak pidana khusus, terbukti masih banyak pasal nyeleneh 🤦‍♀️",positif
aldypradana17,"@clrsaarfndni KUHP kan produk belanda yg udh ada sejak masa kolonial dipake sampe sekarang.
RKUHP kan untuk membuat UU sendiri dan melepaskan diri dr produk belanda tsb. Tapi, RKUHP ini salah arah",positif
alankabiru_,"@cendanao @detikcom Yang penting jangan seakan akan itu kesalahan Presiden karena UU itu ada di tangan DPR.
Ini aku kasih sejarah RKUHP. 
Ternyata bukan pembahasan di jaman pak JOKOWI tapi sudah dari jaman pak Harto.

https://t.co/oXeLS6T4uT",positif
akulahREZA,"@budimandjatmiko @PDI_Perjuangan Sepakat! Semangat pembentukan RKUHP itu baik untuk menggantikan hukum kolonial yang sudah outdated. Pasal-pasal bermasalah yang harusnya ditolak, bukan RUU-nya secara keseluruhan.

#TolakRKUHP",positif
Akfil4,"@bloodylily18 padahal, mereka pun pasti sudah duduk dengan tim mereka sendiri utk membahas semuanya sampai memang akhirnya terbentuk kajian ttg rkuhp, ruukpk, dll ini",positif
ajiriyantani,"@benk_pwt @CH_chotimah @Arie_Kriting @P3nj3l4j4h @jokowi Terlalu jauh kalau berpikir sama anak kuliah kek gitu, ini bkn lagi orde baru, bkn juga di tahun ""66.

Anak kuliah itu intinya cuma minta, Tolak RUU KPK, RKUHP dan Tindak tegas pembakaran hutan.

Soal gugat pelantikan, untuk tidak mewakili seluruh anak kuliah yg waras",positif
aizawanikka,"@BBCIndonesia jgn kasih kendor!
netijen wajib terus berisik biar kaga jd disahin!

lha awalnya rkuhp di-inisiasi prof soedarto, prof moeljatno, dkk sbg upaya dekolonisasi kuhp belanda, eh rkuhp skrg malah ngaco isinya bentuk nü kolonisasi 🤣🤣",positif
aipsun,"@BamsBulaksumur #WonosoboBergerak netral kok, selain kita mendukung adanya kajian ulang terhadap bbrapa pasal yg bermasalah didalam RKUHP, Pengesahan RUU PKS dan Penolakan UU Pertanahan. Kita juga dengan tegas mengecam gerakan mahasiswa yg mengakibatkan terjadinya konflik sosial https://t.co/JNN8nklEvv",positif
ainurohman,"@bakmiaceh rkuhp juga dipermasalahkan, tapi masalah awal di video itu tentang pembahasan penolakan ruu tapi kok dia bicaranya malah melenceng kemana2. konteks awalnya saja sudah nggak nggenah kalo dia provokasi begitu",positif
aimsshahrie,"@Bachotanque @askmenfess Ayo coba sini bahas, tapi aku cuma mau tau kenapa pro karena aku sendiri belum baca rkuhp yang full 😁",positif
aiiunamorta,"@Azabkuburpedih Mungkin maksudnya gini kali nder , dia bilang gatau karna pengeshan rkuhp nya udah di tunda udah beberapa hari yg lalu dan juga ada bbrp pasal yg missunderstand dari mahasiswanya sendiri , dan juga setau saya dpr sudah terbuka untuk mengkaji ulang isi dari rkuhp tsb.",positif
aidiljapnur,"@ayumarfuah @askmenfess Gimana gmn? Dmn2 naskah akademik sdh dimasukan dr lama. Cuma, pembahasan RKUHP baru beberapa waktu ini. Kl pengajuan sudah lama. Silahlan ke baleg dpr ri",positif
ahmrovicky,"@aviantiarmand Yeah right.  RKUHP itu inisiatif pemerintah thn 2015, disampaikan ke DPR dgn surat Presiden yg tunjuk menkumham sbg wakil Presiden. Scr substansi sdh di bahas &amp; disepakati tinggal ketok palu. Kecuali Presiden tarik RUU&amp; jilat ludah sendiri, imbauan itu cuman statement kosong.",positif
ahmadrevqi,"@asumsico RKUHP mulai di bahas tahun 1963....tapi sampai hari ini belum juga selesai..karena tarik ulurnya.. Biar pada paham duduk masalah... Itung aja...udah berapa tahun gak kelar2.... Sptnya harus dirumuskan ulang agar mengikuti perkembangan jaman!
 Yg pasti Indonesia butuh KUHP baru https://t.co/XItfsRUW8f",positif
Ahmadjamrani,"@AsrulTaqdir @s_fadjriyani @BBCIndonesia debat sama orang yang gak mengerti penjelasan lihat berita hanya di lihat saja ya sudahlah. Kasian aku sama BEM trisakti yang sudah mengkaji sampek jadi berlembar2 dan masih ada yang tanya ""APAKAH MAHASISWA SUDAH MENGKAJI ISI RKUHP"" I'm can't relate 🤣😂

#HidupMahasiswa",positif
ahbnc17,"@askmenfess Setau gue, uu yg skrng dipake itu warisan belanda, dri jaman kapan emng rkuhp ini udh jadi wacana mau di sahkan, mungkin jadi kitab baru ya mksudnya, tpi krna bnyak uu yang jadi masalah jadinya rkuhp ini selalu gagal di sahkan,",positif
ahahaiyade,"@askmenfess secara garis besar ajaya. kalo dari pernyataan Pak Yasonna di ILC, alasannya adalah memperbaharui RKUHP yang menurut mereka RKUHP yang lama itu adalah hukum warisan dari Belanda yang bahkan di Belanda hukum tsb sudah tidak digunakan. Itu yang aku tangkep intinya.",positif
Ah25Qona,"@askmenfess Sbg kalangan murid sekolah menengah, berpendapat ga setuju. Soalnya dikhawatirkan dan kemungkinan besar, aksi ini ga didasari pengkajian mendalam tentang isu terkait(kontroversi RKUHP tentunya) yang nyebar di sosmed atau lingkungan sekolah",positif
agusrapiani,"@askmenfess pro yang mana dan bisa kasi alasan kenapa kamu pro ? 
gak semua pasal di tolak hanya beberapa bagian yg emang itu gak wajar alias bobrok, terus apa kamu menyetujui semua pasal di rkuhp? kenapa?",positif
agungruud,"@askmenfess Lo ngomong jangan setengah-setengah, jangan belibet. Toh kenyataannya gak semua rkuhp di tolak, masalahnya rkuhp sebanyak itu yang bener cuman 1-2 doang. Sisanya? Gak jelas.",positif
AgoesMawardy,"@askmenfess jadi gini, RKUHP itu udah dirancang puluhan tahun yang lalu, buat gantiin KUHP sekarang yang masih peninggalan kolonial belanda, yang ditolak itu ga semua, tapi ada beberapa pasal bermasalah, tapi legislatif &amp; eksekutif ga peduli, terus membaca dan belajar ya, semangat!",positif
agoesdjam,"@askmenfess Jadi dasar hukum negara kita ini dari Rancangan Kitab Undang2 Hukum Pidana (RKUHP). RKUHP tersebut ada sejak zaman Belanda (kurang lebih 100 tahun yg lalu) ditambah poin sana-sini sampai sekarang.

DPR bikin RKUHP yg made in Indonesia sendiri. Tapi isinya banyak yg ngaco.",positif
agnesensia,@askmenfess Idk how to express my self. Like? Wtf? Kita MENOLAK BEBERAPA PASAL. BUKAN SEMUA PASAL KITA TOLAK. COBA BACA LAGI PASAL2 RKUHP DENGAN SEKSAMA PLUS JANGAN LUPA PAKAI OTAKNYA!,positif
Againkod99,"@askmenfess DPR kan kekuasaannya di atas presiden. Buktinya juga, diminta untuk menghapus salah satu RUU aja ditolak sama DPR. Menurutku di sini juga, presiden nggak ada salahnya jadi nggak sepatutnya disalahkan karena permasalahan RKUHP ini. cmiiw",positif
afredoazza,"@askmenfess dan lagi, ini bukan hanya tentang RKUHP yang ditunda tapi tentang REVISI UU KPK yang sudah di sah kan. Yang mengesahkan siapa? Presiden. 

Entah apa yang merasukimu~",positif
afrarshdy,"@askmenfess Coba tonton ilc lagi tayang, lagi bahas revisi rkuhp biar lebih paham konteksnya daripada cuman sekedar baca yg berseliweran di twitter",positif
afinkusani,"@askmenfess Bahas rkuhp, bahas kpk, bahas kebakaran hutan, ya ape aje njir",positif
afchelsssss,"@Arzanito2 Suruh lengser gimana mas? Mahasiswa hanya menuntut tolak RKUHP Yang tidak masuk akal,demokrasi juga tidak dilarang oleh negara,mbok dihargai usaha mereka mas,usaha mereka juga untuk rakyat dan negara,doakan semoga lancar dan damai",positif
afaxxxxxh,@Aryprasetyo85 @yennywahid @ernestprakasa @Arie_Kriting @FaGtng @My_LoveNebe @Aryosutejo3 @kawananraja @WagimanDeep @Airin_NZ Ini sudah bukan demo.... Ini anarkis.... Apa kepentingannya?? Jelas RKUHP ditunda.... Idiot jangan diborong sendiri,positif
aenanosopia,"@armahandaka Wkwk jd sbnernya di KUHP yg sekarang itu krn msh ngikutin Belanda isinya ktnya lebih banyak hukuman yg lebih berat, di RKUHP hukumannya dilebih ringankan, tp ttp di pasal2 kontrolversial RKUHP baru itu byk yg term nya blm didefinisikan, jd bs multitafsir dan disalahgunakan",positif
adzEELS,@ariiiiieeefff @FreddyA01546593 @detikcom Nah bagaimana kalo ada yg berhianat sm Jokowi soalnya rkuhp aja tidak mau ditunda padahal itu permintaan presiden. Sekarang pertanyaannua Berapa kursi penumpang gelap pada koalisi Jokowi??,positif
adyttt_punk,"@arifbsantoso @psi_id @jokowi Nah itu dia,  kalau tuntutannya RKUHP kan sudah ditunda oleh pak Jokowi tapi kenapa masih pada demo",positif
adrianarimaaaa,"@Ari3Pras @WahabisLokal @jokowi @Dwiyana_DKM @rizamsyafiq @5Y5_one_70 @liaaa_mg Mereka demo bkn hanya pembahasan RKUHP aja, tp sengaja bikin ricuh suasana utk menggagalkan pelantikan presiden terpilih

#SayaBersamaJokowi",positif
adjin_,"@AREAJULID Kita mahasiswa gak minta pak Jokowi buat lengser tapi kita minta untuk dengarkan dan kaji kembali RKUHP yg ngawur

Terimakasih.",positif
Adindaoky1,"@angkvgadang RKUHP juga diminta ditunda oleh pihak yg mengajukannya
dan ada yg berterima kasih

Ujian kesabaran memang berat wakaji dulah",positif
AdiHaryawan,"@andrysarayar @haris_azhar tapi dia gak masuk ke substansi ndry, lebih ke sosialisasi peraturan, dan ini gue setuju banget sama doi
padahal gue nunggu dia bahas soal substansinya juga tentang RKUHP sama RUU KPK yang udah disahkan",positif
AdigunaBagas,"@andrisaubani Setidaknya kalau ditanya ngga asal jawab poy. Gw setuju poy, banyak pasal yang karet dan tumpang tindih, makanya harus ditolak si rkuhp dan kemudian dilakukan evaluasi menyeluruh atas aturan2 yang ada. Tapi pesimis banget sih ada yg akan ngerjain.",positif
adielpracahyo,"@andreasahib @andrianiretta @ssujono @AhmadfaisalP @salman_alfaris @anggunpuspit Topik Papua, RKUHP, dan kebencanaan semuanya menarik, tapi sudah banyak yang bahas itu. Relasi Sipil-Gakkum-Militer saja. Buat acara apa Dre?",positif
Adi_Riantara,"@AndikaBlj

RKUHP memang batal disahkan sekarang, tapi pembahasannya akan dilanjutkan setelah pelantikan anggota DPR RI periode yang baru. PSI bersama rakyat Indonesia harus dan akan tetap mengawasi pembahasannya.… https://t.co/cAbjT5w8mP",positif
Adhinda_Tyanna,"@an666e @Takviri Dan yang disalahkan tetep aja pak Jokowi... padahal andaikata presiden menolakpun, RUU tetap bisa disahkan oleh DPR.. padahalnya lagi, presiden sudah meminta RKUHP &amp; bbrp RUU lain ditunda utk dibahas DPR yang baru.. tapi ya sudah, mending kita semua menahan diri utk Indonesia..",positif
adhierio,"@amlleia @tubirfess Mbak, bahas RUUPKS? Lah yang dikirim sender bahasnya RKUHP 😅
Tapi ngerti sih maksudnya gada yang boleh jadi korban kekerasan.",positif
adhesuryana,"@amelscat @Bg_0ne @dimdimsg @fanidakhazanah apanya yg kerja JKW
JKW saja sedang bahas RKUHP, tentang ayam main kekebun ketetangga kena denda 
wk wk wk",positif
adekrisnanda,"@alliaputri thx for sharing. saya kira mereka yg mengajukn tuntutan itu udh bnr2 baca pasal2nya(karena pasti mhs hukum yg paham ini), saya sendiri ngk tau bentuk rkuhp seperti apa isinya. tapi mmg ada beberapa yg perlu diperjelas lagi(setelah baca)",positif
adekdowoon,"@alliaputri Setuju, tbf sisi positif RKUHP pun ada. imo, tuntutan yang diajukan kurang dalam pembahasannya",positif
AdeHeri_,"@alliaputri Maaf mbak, saya bukan praktisi apa2, apalagi hukum. Tapi ada yg aneh dengan: KUHP kok bikinan Belanda ya? 

Kalau RKUHP aja butuh pengkajian puluhan tahun, lha dulu nyusun awalnya harusnya butuh berapa lama? Lha persiapan kemerdekaan dulu setau saya nggak sampe puluhan tahun.",positif
